F1((1=on,0=off))	0
F2((1=on,0=off))	1
cage(V)	3.0
delta-m(%)	+0
electron-energy(V)	70.0
emission(uA)	1000.000
focus(V)	-90
mass(amu)	12.00
mode-change-delay()	
multiplier(V)	1200
resolution(%)	+0
Data()	
mass 2.0_time	mass 2.0_value	mass 12.0_time	mass 12.0_value	mass 15.0_time	mass 15.0_value	mass 18.0_time	mass 18.0_value	mass 28.0_time	mass 28.0_value	mass 32.0_time	mass 32.0_value	mass 44.0_time	mass 44.0_value
2023/03/10 18:05:06.189	0.00000000098290300000	2023/03/10 18:05:09.790	0.00000000000002445290	2023/03/10 18:05:10.391	0.00000000000033291600	2023/03/10 18:05:10.991	0.00000000000022490000	2023/03/10 18:05:11.592	0.00000000000160121000	2023/03/10 18:05:12.192	0.00000000000000939763	2023/03/10 18:05:13.293	0.00000000000021499900
2023/03/10 18:05:13.964	0.00000000098300000000	2023/03/10 18:05:17.565	0.00000000000003693370	2023/03/10 18:05:18.166	0.00000000000032822900	2023/03/10 18:05:18.766	0.00000000000021338700	2023/03/10 18:05:19.366	0.00000000000161024000	2023/03/10 18:05:19.967	0.00000000000000113089	2023/03/10 18:05:21.068	0.00000000000010749900
2023/03/10 18:05:21.739	0.00000000098301000000	2023/03/10 18:05:25.340	0.00000000000003409460	2023/03/10 18:05:25.941	0.00000000000032774500	2023/03/10 18:05:26.541	0.00000000000022422300	2023/03/10 18:05:27.142	0.00000000000161196000	2023/03/10 18:05:27.742	0.00000000000001128210	2023/03/10 18:05:28.843	0.00000000000021499900
2023/03/10 18:05:29.514	0.00000000098227900000	2023/03/10 18:05:33.115	0.00000000000002919150	2023/03/10 18:05:33.716	0.00000000000032100500	2023/03/10 18:05:34.316	0.00000000000022153500	2023/03/10 18:05:34.916	0.00000000000162453000	2023/03/10 18:05:35.517	0.00000000000000584799	2023/03/10 18:05:36.618	0.00000000000010749900
2023/03/10 18:05:37.289	0.00000000098213900000	2023/03/10 18:05:40.890	0.00000000000003667570	2023/03/10 18:05:41.491	0.00000000000032115500	2023/03/10 18:05:42.091	0.00000000000022071800	2023/03/10 18:05:42.692	0.00000000000163657000	2023/03/10 18:05:43.292	0.00000000000000003440	2023/03/10 18:05:44.393	0.00000000000021499900
2023/03/10 18:05:45.064	0.00000000098278400000	2023/03/10 18:05:48.665	0.00000000000004323320	2023/03/10 18:05:49.266	0.00000000000033874200	2023/03/10 18:05:49.866	0.00000000000020670000	2023/03/10 18:05:50.467	0.00000000000163915000	2023/03/10 18:05:51.067	0.00000000000000113197	2023/03/10 18:05:52.168	0.00000000000000000000
2023/03/10 18:05:52.839	0.00000000098310700000	2023/03/10 18:05:56.440	0.00000000000004197970	2023/03/10 18:05:57.041	0.00000000000032858400	2023/03/10 18:05:57.641	0.00000000000022110500	2023/03/10 18:05:58.242	0.00000000000164055000	2023/03/10 18:05:59.943	0.00000000000021499900
2023/03/10 18:06:00.614	0.00000000098298900000	2023/03/10 18:06:04.215	0.00000000000003113190	2023/03/10 18:06:04.816	0.00000000000032233800	2023/03/10 18:06:05.416	0.00000000000021216100	2023/03/10 18:06:06.017	0.00000000000165151000	2023/03/10 18:06:06.617	0.00000000000000747983	2023/03/10 18:06:07.718	0.00000000000032249900
2023/03/10 18:06:08.389	0.00000000098258000000	2023/03/10 18:06:11.990	0.00000000000003803340	2023/03/10 18:06:12.591	0.00000000000033123900	2023/03/10 18:06:13.191	0.00000000000022493200	2023/03/10 18:06:13.792	0.00000000000165904000	2023/03/10 18:06:15.493	0.00000000000042999900
2023/03/10 18:06:16.164	0.00000000098203200000	2023/03/10 18:06:19.765	0.00000000000004022850	2023/03/10 18:06:20.366	0.00000000000032862600	2023/03/10 18:06:20.966	0.00000000000021360200	2023/03/10 18:06:21.567	0.00000000000166366000	2023/03/10 18:06:23.268	0.00000000000032249900
2023/03/10 18:06:23.939	0.00000000098020500000	2023/03/10 18:06:27.540	0.00000000000003838380	2023/03/10 18:06:28.141	0.00000000000032120900	2023/03/10 18:06:28.741	0.00000000000022783500	2023/03/10 18:06:29.342	0.00000000000165377000	2023/03/10 18:06:31.043	0.00000000000032249900
2023/03/10 18:06:31.714	0.00000000097092700000	2023/03/10 18:06:35.315	0.00000000000003192420	2023/03/10 18:06:35.916	0.00000000000032100500	2023/03/10 18:06:36.516	0.00000000000022907100	2023/03/10 18:06:37.116	0.00000000000165216000	2023/03/10 18:06:37.717	0.00000000000000623284	2023/03/10 18:06:38.818	0.00000000000021499900
2023/03/10 18:06:39.489	0.00000000096928300000	2023/03/10 18:06:43.090	0.00000000000003534700	2023/03/10 18:06:43.691	0.00000000000031675900	2023/03/10 18:06:44.291	0.00000000000021941700	2023/03/10 18:06:44.892	0.00000000000164786000	2023/03/10 18:06:46.593	0.00000000000032249900
2023/03/10 18:06:47.064	0.00000000096828300000	2023/03/10 18:06:50.665	0.00000000000003457400	2023/03/10 18:06:51.266	0.00000000000032101600	2023/03/10 18:06:51.866	0.00000000000021807400	2023/03/10 18:06:52.467	0.00000000000165087000	2023/03/10 18:06:53.067	0.00000000000000007310	2023/03/10 18:06:54.168	0.00000000000021499900
2023/03/10 18:06:54.839	0.00000000096889500000	2023/03/10 18:06:58.440	0.00000000000003334530	2023/03/10 18:06:59.041	0.00000000000031704900	2023/03/10 18:06:59.641	0.00000000000022316900	2023/03/10 18:07:00.242	0.00000000000164367000	2023/03/10 18:07:01.943	0.00000000000021499900
2023/03/10 18:07:02.614	0.00000000096798200000	2023/03/10 18:07:06.215	0.00000000000003481810	2023/03/10 18:07:06.816	0.00000000000031324300	2023/03/10 18:07:07.416	0.00000000000022323400	2023/03/10 18:07:08.016	0.00000000000164539000	2023/03/10 18:07:08.617	0.00000000000000217364	2023/03/10 18:07:09.718	0.00000000000010749900
2023/03/10 18:07:10.389	0.00000000096785300000	2023/03/10 18:07:13.990	0.00000000000003515560	2023/03/10 18:07:14.591	0.00000000000032014500	2023/03/10 18:07:15.191	0.00000000000023040400	2023/03/10 18:07:15.792	0.00000000000163808000	2023/03/10 18:07:17.493	0.00000000000021499900
2023/03/10 18:07:18.164	0.00000000096768100000	2023/03/10 18:07:21.765	0.00000000000003690360	2023/03/10 18:07:22.366	0.00000000000031280300	2023/03/10 18:07:22.966	0.00000000000021991200	2023/03/10 18:07:23.567	0.00000000000165667000	2023/03/10 18:07:24.167	0.00000000000000265202	2023/03/10 18:07:25.268	0.00000000000021499900
2023/03/10 18:07:25.939	0.00000000096830400000	2023/03/10 18:07:29.540	0.00000000000002792200	2023/03/10 18:07:30.141	0.00000000000033171200	2023/03/10 18:07:30.741	0.00000000000021653600	2023/03/10 18:07:31.342	0.00000000000166259000	2023/03/10 18:07:31.942	0.00000000000000616511	2023/03/10 18:07:33.043	0.00000000000010749900
2023/03/10 18:07:33.714	0.00000000096807800000	2023/03/10 18:07:37.315	0.00000000000003365820	2023/03/10 18:07:37.916	0.00000000000031664000	2023/03/10 18:07:38.516	0.00000000000022572800	2023/03/10 18:07:39.117	0.00000000000165023000	2023/03/10 18:07:39.717	0.00000000000001282900	2023/03/10 18:07:40.818	0.00000000000021499900
