ASCII SAMPLE CYCLES :			primary desorption, grid transparent.mdc
DATE :	10/10/2022	TIME :	11:07:25 pm
CONVERTED CYCLES :			342
Number of stored cycles			342
Printed start cycle			1
Printed end cycle			342
Number of stored datablocks			1
Datablock 0	Ion Current	[A]	
'0/0'	2.00	min:	5.42403E-011	max:	4.44756E-010	
'0/1'	12.00	min:	3.2688E-012	max:	4.03904E-011	
'0/2'	14.00	min:	9.29889E-013	max:	1.87264E-011	ABS A,B	T_min:	5E-007	T_max:	1E-008	
'0/3'	15.00	min:	9.06687E-013	max:	4.04757E-011	
'0/4'	16.00	min:	8.11101E-012	max:	6.56082E-011	ABS A AND B	T_min:	5E-007	
'0/5'	18.00	min:	7.8933E-011	max:	1.16332E-010	ABS A,B	T_min:	5E-007	T_max:	1E-008	
'0/6'	28.00	min:	1.27286E-011	max:	1.68787E-010	ABS A AND B	T_min:	5E-007	
'0/7'	32.00	min:	3.46187E-013	max:	7.19024E-013	ABS A	T_min:	5E-007	
'0/8'	40.00	min:	3.7658E-013	max:	2.57386E-012	ABS B	T_min:	5E-007	
'0/9'	44.00	min:	6.51938E-012	max:	5.15873E-011	ABS A,B	T_min:	5E-007	T_max:	1E-008	
Cycle	Date	Time	RelTime[s]	'0/0'	'0/1'	'0/2'	Threshold	'0/3'	'0/4'	Threshold	'0/5'	Threshold	'0/6'	Threshold	'0/7'	Threshold	'0/8'	Threshold	'0/9'	Threshold	
307	10/10/2022	12:05:09:72 pm	3464.73	5.57013E-011	3.56901E-012	9.65023E-013	HL	1.16172E-012	8.55439E-012	L	8.10407E-011	HL	1.3828E-011	L	3.58496E-013	H	4.06708E-013	L	6.71763E-012	HL	
308	10/10/2022	12:05:21:24 pm	3476.24	5.52114E-011	3.55897E-012	1.05634E-012	HL	1.13026E-012	8.64343E-012	L	8.02167E-011	HL	1.40159E-011	L	3.58894E-013	H	4.06939E-013	L	6.78393E-012	HL	
309	10/10/2022	12:05:32:74 pm	3487.74	5.58431E-011	3.53949E-012	9.92993E-013	HL	1.15509E-012	8.5988E-012	L	8.04162E-011	HL	1.39374E-011	L	3.7138E-013	H	3.87917E-013	L	6.6981E-012	HL	
310	10/10/2022	12:05:44:18 pm	3499.18	5.54273E-011	3.58182E-012	1.0475E-012	HL	1.10848E-012	8.83572E-012	L	7.99531E-011	HL	1.39384E-011	L	3.60912E-013	H	4.04471E-013	L	6.68117E-012	HL	
311	10/10/2022	12:05:55:60 pm	3510.61	5.57031E-011	3.67606E-012	1.02693E-012	HL	1.10215E-012	8.70316E-012	L	8.05135E-011	HL	1.39237E-011	L	3.46187E-013	H	4.11417E-013	L	6.78723E-012	HL	
312	10/10/2022	12:06:07:06 pm	3522.07	5.55083E-011	3.62293E-012	9.9503E-013	HL	1.05476E-012	8.81172E-012	L	8.07233E-011	HL	1.4E-011	L	3.54674E-013	H	4.12628E-013	L	6.74074E-012	HL	
313	10/10/2022	12:06:18:42 pm	3533.42	5.49592E-011	3.60708E-012	1.01098E-012	HL	1.13317E-012	8.51124E-012	L	7.99874E-011	HL	1.37723E-011	L	3.54978E-013	H	4.2178E-013	L	6.63442E-012	HL	
314	10/10/2022	12:06:29:89 pm	3544.89	5.53765E-011	3.54552E-012	1.06788E-012	HL	1.11493E-012	8.42379E-012	L	8.09433E-011	HL	1.38148E-011	L	3.65445E-013	H	4.01762E-013	L	6.78835E-012	HL	
315	10/10/2022	12:06:41:40 pm	3556.41	5.53777E-011	3.49553E-012	1.02464E-012	HL	1.0628E-012	8.71168E-012	L	8.0212E-011	HL	1.40181E-011	L	3.5373E-013	H	3.95893E-013	L	6.72082E-012	HL	
316	10/10/2022	12:06:52:88 pm	3567.89	5.51947E-011	3.53797E-012	1.0389E-012	HL	1.1094E-012	8.50735E-012	L	8.01299E-011	HL	1.35901E-011	L	3.51546E-013	H	4.06265E-013	L	6.69086E-012	HL	
317	10/10/2022	12:07:04:35 pm	3579.35	5.5805E-011	3.64161E-012	1.06461E-012	HL	1.06827E-012	8.43789E-012	L	8.06315E-011	HL	1.37951E-011	L	3.5821E-013	H	4.13255E-013	L	6.81746E-012	HL	
318	10/10/2022	12:07:15:82 pm	3590.82	5.55922E-011	3.5714E-012	1.04763E-012	HL	1.12529E-012	8.64719E-012	L	7.99414E-011	HL	1.38901E-011	L	3.59185E-013	H	4.01331E-013	L	6.87032E-012	HL	
319	10/10/2022	12:07:27:28 pm	3602.28	5.53918E-011	3.53346E-012	9.85811E-013	HL	1.08381E-012	8.6042E-012	L	8.01815E-011	HL	1.36189E-011	L	3.65901E-013	H	3.97312E-013	L	6.8052E-012	HL	
320	10/10/2022	12:07:38:76 pm	3613.77	5.56141E-011	3.54177E-012	1.0164E-012	HL	1.09306E-012	8.45874E-012	L	8.00507E-011	HL	1.38522E-011	L	3.52567E-013	H	4.22952E-013	L	6.78463E-012	HL	
321	10/10/2022	12:07:50:20 pm	3625.21	5.522E-011	3.55962E-012	9.94384E-013	HL	1.07225E-012	8.24781E-012	L	8.02369E-011	HL	1.38983E-011	L	3.7877E-013	H	4.04036E-013	L	6.70143E-012	HL	
322	10/10/2022	12:08:01:58 pm	3636.58	5.52827E-011	3.47078E-012	9.81726E-013	HL	1.12313E-012	8.44002E-012	L	8.00067E-011	HL	1.37719E-011	L	3.70989E-013	H	3.8915E-013	L	6.77888E-012	HL	
323	10/10/2022	12:08:12:97 pm	3647.97	5.46886E-011	3.50578E-012	9.98856E-013	HL	1.08182E-012	8.70691E-012	L	8.05195E-011	HL	1.38794E-011	L	3.52536E-013	H	4.00709E-013	L	6.65565E-012	HL	
324	10/10/2022	12:08:24:43 pm	3659.44	5.5383E-011	3.58841E-012	1.04858E-012	HL	1.11219E-012	8.63747E-012	L	8.06563E-011	HL	1.40528E-011	L	3.58806E-013	H	3.94051E-013	L	6.68932E-012	HL	
325	10/10/2022	12:08:35:80 pm	3670.81	5.52936E-011	3.51197E-012	1.02369E-012	HL	1.12663E-012	8.73362E-012	L	8.0531E-011	HL	1.37824E-011	L	3.71564E-013	H	4.26009E-013	L	6.6653E-012	HL	
326	10/10/2022	12:08:47:28 pm	3682.28	5.54431E-011	3.52495E-012	9.91259E-013	HL	1.10589E-012	8.52687E-012	L	8.00592E-011	HL	1.38128E-011	L	3.65421E-013	H	4.00733E-013	L	6.64662E-012	HL	
327	10/10/2022	12:08:58:79 pm	3693.79	5.53871E-011	3.57931E-012	1.00874E-012	HL	1.08573E-012	8.50943E-012	L	8.04366E-011	HL	1.39802E-011	L	3.75844E-013	H	4.12841E-013	L	6.85167E-012	HL	
328	10/10/2022	12:09:10:20 pm	3705.2	5.5432E-011	3.46772E-012	9.92125E-013	HL	1.10025E-012	8.53873E-012	L	8.06401E-011	HL	1.40135E-011	L	3.58962E-013	H	3.91007E-013	L	6.60728E-012	HL	
329	10/10/2022	12:09:21:63 pm	3716.64	5.50452E-011	3.54879E-012	1.03082E-012	HL	1.11632E-012	8.52583E-012	L	8.06646E-011	HL	1.36937E-011	L	3.6697E-013	H	3.90658E-013	L	6.79867E-012	HL	
330	10/10/2022	12:09:33:10 pm	3728.1	5.50782E-011	3.53077E-012	1.00197E-012	HL	1.14063E-012	8.47779E-012	L	8.04146E-011	HL	1.37694E-011	L	3.61502E-013	H	4.09462E-013	L	6.6546E-012	HL	
331	10/10/2022	12:09:44:60 pm	3739.6	5.49923E-011	3.63251E-012	1.02671E-012	HL	1.17346E-012	8.41121E-012	L	8.0304E-011	HL	1.37439E-011	L	3.63824E-013	H	4.07033E-013	L	6.67113E-012	HL	
332	10/10/2022	12:09:56:03 pm	3751.04	5.54596E-011	3.47884E-012	1.03953E-012	HL	1.05374E-012	8.53981E-012	L	8.0043E-011	HL	1.38258E-011	L	3.55301E-013	H	4.28608E-013	L	6.78129E-012	HL	
333	10/10/2022	12:10:07:49 pm	3762.5	5.55138E-011	3.61749E-012	9.86177E-013	HL	1.09832E-012	8.38379E-012	L	8.03166E-011	HL	1.37548E-011	L	3.72317E-013	H	4.00431E-013	L	6.85291E-012	HL	
334	10/10/2022	12:10:18:98 pm	3773.99	5.54801E-011	3.60259E-012	9.97695E-013	HL	1.08324E-012	8.55054E-012	L	8.03157E-011	HL	1.36261E-011	L	3.64059E-013	H	4.01789E-013	L	6.63118E-012	HL	
335	10/10/2022	12:10:30:42 pm	3785.42	5.48623E-011	3.44572E-012	1.01177E-012	HL	1.05368E-012	8.97588E-012	L	8.02462E-011	HL	1.37237E-011	L	3.53396E-013	H	3.97802E-013	L	6.51938E-012	HL	
336	10/10/2022	12:10:41:87 pm	3796.87	5.48027E-011	3.51717E-012	1.0046E-012	HL	1.04347E-012	8.58228E-012	L	8.01952E-011	HL	1.37183E-011	L	3.56665E-013	H	3.92427E-013	L	6.57349E-012	HL	
337	10/10/2022	12:10:53:23 pm	3808.24	5.52332E-011	3.50318E-012	1.03449E-012	HL	1.05565E-012	8.31285E-012	L	7.96477E-011	HL	1.35842E-011	L	3.75343E-013	H	3.97743E-013	L	6.76426E-012	HL	
338	10/10/2022	12:11:04:63 pm	3819.64	5.52058E-011	3.45384E-012	9.60851E-013	HL	1.10368E-012	8.45534E-012	L	7.99721E-011	HL	1.37152E-011	L	3.59794E-013	H	3.97323E-013	L	6.73198E-012	HL	
339	10/10/2022	12:11:16:07 pm	3831.07	5.53189E-011	3.58043E-012	1.0417E-012	HL	1.12958E-012	8.82635E-012	L	8.02366E-011	HL	1.36272E-011	L	3.67653E-013	H	4.01395E-013	L	6.94964E-012	HL	
340	10/10/2022	12:11:27:43 pm	3842.43	5.54274E-011	3.58023E-012	9.86462E-013	HL	1.09528E-012	8.51129E-012	L	8.05044E-011	HL	1.36887E-011	L	3.61342E-013	H	4.06172E-013	L	6.73457E-012	HL	
341	10/10/2022	12:11:38:91 pm	3853.91	5.5277E-011	3.55426E-012	9.9242E-013	HL	1.06707E-012	8.61709E-012	L	8.02059E-011	HL	1.37124E-011	L	3.56886E-013	H	3.84176E-013	L	6.59065E-012	HL	
342	10/10/2022	12:11:50:32 pm	3865.33	5.55806E-011	3.46986E-012	9.80092E-013	HL	1.06224E-012	8.43864E-012	L	8.02517E-011	HL	1.36411E-011	L	3.61575E-013	H	3.98499E-013	L	6.71151E-012	HL	

